Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A company is exploring Azure AI Services to add intelligent features to their applications. They want to know which type of capability is supported by Azure’s built-in AI services today. Which of the following is a capability that Azure AI Services can provide?,multiple-choice,Detect objects and faces in an image,"Azure AI Services (formerly Cognitive Services) include Vision, Speech, Language, and Decision APIs. The Vision services can: · detect objects · recognize faces · classify images · extract text from images (OCR). So object and face detection is a fully supported capability.",Automatically redesign a website layout,Azure AI Services do not create UI layouts or redesign websites. This is outside the scope of cognitive capabilities.,Convert a mobile app into source code,No Azure AI service reverse-engineers or auto-generates entire application code from an app.,Perform real-time network traffic routing,This is a networking function handled by Azure Traffic Manager or Front Door—not by AI Services.,,,,,1,"Azure AI Services provide capabilities such as computer vision, speech processing, language understanding, and translation—not redesigning applications or performing network operations.",Azure Architecture and Services
Which statement correctly describes the difference between the public cloud and the private cloud deployment models?,multiple-choice,"A public cloud is delivered over the internet and shared among multiple customers, while a private cloud is dedicated to a single organization.","Public Cloud: Owned and operated by cloud providers (e.g., Microsoft, AWS). Available to the general public or large groups. Resources are shared among multiple customers (multi-tenant). Private Cloud: Dedicated to a single organization. Can be on-premises or hosted by a third party. Not shared with other customers.",Both public and private clouds are shared environments used by multiple organizations.,A private cloud is not shared. It is dedicated to a single organization—this is the core property that differentiates it.,"A private cloud is owned by a cloud provider and offered to anyone, while a public cloud is owned by a single organization for exclusive use.","This describes a public cloud, not a private cloud. The second part (""public cloud is owned by a single organization for exclusive use"") is also false.",,,,,,,1,Public cloud = shared infrastructure managed by a provider. Private cloud = dedicated infrastructure for one organization only.,Cloud Concepts
"You are architecting a mission-critical application in Azure that must meet strict uptime requirements. Before finalizing the architecture, you need to understand Azure’s Service Level Agreements (SLAs). Which statement correctly describes Azure SLAs and should influence your design?",multiple-choice,"SLA values differ by service, and higher availability often requires deploying multiple instances or using redundancy features.","Azure SLAs: · vary by service (VMs, storage, databases all have different SLAs) · often depend on architecture choices (e.g., multiple VMs across Availability Zones result in a higher SLA) · require the customer to design for redundancy to meet high availability targets.",All Azure services include the same SLA of 99.99% availability by default.,SLA values differ widely. Examples: Single-instance VM: lower SLA; Load-balanced VMs in zones: higher SLA; Some services may not have an SLA at all unless configured correctly.,You do not need to design for redundancy because Azure automatically provides maximum availability.,Azure does not automatically guarantee maximum uptime. High availability requires architectural decisions such as: · zone redundancy · multi-region deployment · multiple instances.,Azure guarantees 100% uptime for services deployed in multiple regions.,Azure never guarantees 100% uptime. Even geo-redundant services have downtime possibilities.,,,,,1,"Azure SLAs differ by service and architecture. To achieve higher availability, you must design your solution using redundancy and multiple instances—Azure does not do this automatically.",Cloud Concepts
"Your organization has several Azure subscriptions across multiple departments. Leadership wants a way to apply policies, enforce compliance, and manage access across all subscriptions from a central hierarchy. Which Azure feature should they use?",multiple-choice,Resource Groups,Resource groups organize resources within a single subscription. They cannot contain subscriptions or enforce governance across them.,Management Groups,Management Groups allow you to: · organize multiple subscriptions into a logical hierarchy · apply policies and RBAC at higher levels · enforce governance across all child subscriptions · support large-scale enterprise environments. They sit above subscriptions and provide centralized governance.,Azure Blueprints,"Blueprints help deploy standardized environments, but they do not organize subscriptions into a hierarchy. They often work with Management Groups but do not replace them.",Microsoft Entra ID Roles,"Entra ID roles control identity and directory-level permissions, not subscription hierarchy or cross-subscription governance.",,,,,2,"Use Management Groups to structure and govern multiple Azure subscriptions under a single hierarchy, enabling centralized policy enforcement and access control.",Azure Management and Governance
A development team wants to run workflows and small pieces of code without provisioning or managing servers. They want Azure to automatically handle scaling and billing based only on execution. Which Azure compute model meets this requirement?,multiple-choice,Virtual Machine Scale Sets,This still requires VM management and OS maintenance. It is not serverless.,Serverless compute model,"The serverless compute model allows developers to run code or workflows without managing servers, patching, or capacity planning. Azure automatically handles scaling, high availability, and execution-based billing. Azure Logic Apps and Azure Functions are both serverless services.",Container Instances model,Azure Container Instances simplify running containers but do not eliminate underlying compute management to the same degree as serverless. They still require specifying container resources.,PaaS web app model,"Azure App Service is PaaS, not fully serverless. Users still configure plans, scaling tiers, and pricing plans.",,,,,2,Serverless compute lets you run code or workflows without managing servers—Azure handles scaling and billing automatically based on usage.,Cloud Concepts
"You need to secure a subnet inside an Azure Virtual Network by allowing only specific inbound and outbound traffic. You want a simple, built-in Azure feature that filters traffic at the subnet or NIC level. Which Azure feature should you use?",multiple-choice,Azure Firewall,"Azure Firewall is a stateful, fully managed firewall that provides advanced threat protection. It operates at the network edge, not as a basic per-subnet rule set.",Network Security Group,A Network Security Group (NSG) provides: · basic Layer-3/Layer-4 filtering · inbound/outbound security rules · the ability to apply at subnet or NIC level · a lightweight method to protect workloads inside a Virtual Network. It is the correct per-subnet traffic control mechanism.,Azure Front Door,"Front Door is for global HTTP(S) load balancing and web application acceleration, not for subnet-level traffic filtering.",Traffic Manager,"Traffic Manager handles DNS-based traffic routing across regions, not packet filtering or subnet protection.",,,,,2,Use a Network Security Group (NSG) to control subnet-level inbound and outbound traffic in Azure Virtual Networks.,Azure Architecture and Services
Your team is storing backup data that is accessed infrequently but must remain available immediately when needed. They want to reduce storage costs compared to the hot tier. Which statement correctly describes the Azure Blob Storage cool access tier?,multiple-choice,It has lower storage costs than the hot tier but higher access (read) costs.,"The cool access tier is optimized for data that is stored long-term but accessed infrequently. It features: · cheaper storage than the hot tier · higher access and transaction costs · immediate availability (no delays like archive tier). This makes it ideal for backups, disaster recovery data, and infrequently used datasets.",It offers the fastest data access and the lowest read costs of all tiers.,"That describes the hot tier, not the cool tier. Cool tier has higher access costs.",It introduces retrieval delays of several hours before data becomes available.,"This describes the archive tier, which requires rehydration. Cool tier provides instant access.",It is the most expensive tier for both storage and data access.,Storage in the cool tier is cheaper than the hot tier. Archive tier is the one with the most restrictive access model and cheapest storage.,,,,,1,The cool tier offers lower storage cost but higher access cost and keeps data immediately available—ideal for infrequently accessed but important data.,Azure Architecture and Services
"Your organization uses an online business application that is fully managed by the provider. Users access it through a web browser, and all updates, infrastructure, and maintenance are handled automatically by the vendor. Which cloud service model does this application represent?",multiple-choice,Software as a Service (SaaS),SaaS delivers complete applications over the internet. Users simply log in and consume the app; the provider manages: · servers · storage · networking · application updates · security patches. Microsoft Outlook in Microsoft 365 is a classic example of SaaS.,Platform as a Service (PaaS),PaaS provides a platform for developers to build and deploy custom apps. It does not deliver a fully functional business application to end users.,Infrastructure as a Service (IaaS),"IaaS provides virtual machines, networking, and storage. You manage the OS and applications yourself, which is not the case for Microsoft Outlook.",,,,,,,1,"Out-of-the-box applications like Microsoft Outlook (via Microsoft 365) are SaaS, because the provider fully manages the app and infrastructure.",Cloud Concepts
A new user wants to explore Azure services without committing to paid resources. They want to know how much initial monetary credit Microsoft provides when creating a new Azure free account. What is the amount of credit offered?,multiple-choice,Azure provides US$200 in free credit for the first 30 days.,"When you create a new Azure free account, Microsoft gives you: · US$200 credit valid for 30 days · access to 12 months of free services · access to a set of always free services. The $200 credit is the initial monetary benefit.","Azure provides US$500 in free credit, usable for 12 months.",Azure has never offered a $500 starting credit as part of the standard free tier.,Azure provides US$50 per month for one year.,Azure does not provide recurring monthly credits under the free account. Only the initial $200 is provided.,"Azure provides no monetary credit, only permanently free services.",Azure does give free credit—$200 for 30 days.,,,,,1,"A new Azure Free Account includes $200 in credit for the first 30 days, plus access to additional free-tier services.",Azure Management and Governance
Your organization wants to enhance security by requiring users to verify their identity with a second step during sign-in—such as entering a code from a mobile app or responding to a push notification. Which Microsoft Entra ID feature enables this capability?,multiple-choice,Conditional Access,"Conditional Access can require MFA based on policies, but it is not the feature that provides the additional verification factor itself. MFA is the mechanism; Conditional Access is the policy engine.",Multi-Factor Authentication (MFA),Multi-Factor Authentication (MFA) adds a second verification step to the sign-in process. It commonly uses: · Microsoft Authenticator app notifications · SMS verification codes · Voice calls · Hardware tokens. This drastically reduces account compromise risks by requiring something you know (password) + something you have (phone/app).,Privileged Identity Management (PIM),"PIM manages just-in-time privileged access, not user sign-in verification. It may use MFA, but it does not provide MFA.",Identity Protection,"Identity Protection detects risky sign-ins and users. It does not directly provide MFA, though it may enforce MFA requirements through risk policies.",,,,,2,Multi-Factor Authentication (MFA) is the Microsoft Entra ID feature that adds a second verification step—often using a mobile device—to secure user sign-ins.,Azure Architecture and Services
A business wants to move its applications to Azure so they no longer have to worry about outages caused by on-premises server hardware failures. Azure’s built-in redundancy and ability to keep services running even when components fail is the primary reason for the migration. Which cloud computing benefit does this describe?,multiple-choice,Global scalability,"Scalability is about adjusting capacity based on demand, not protection from hardware failures.",High availability and resiliency,"High availability and resiliency refer to a cloud provider’s ability to: · ensure workloads continue running despite hardware failures · offer redundancy across datacenters, zones, and regions · minimize downtime through fault-tolerant infrastructure. Azure provides built-in redundancy that significantly reduces the risk of downtime due to physical hardware issues.",Elastic cost management,Elasticity allows resources to scale up/down to match usage. It does not address downtime or fault tolerance.,Automated patching,"Patching helps maintain security and performance, but it does not directly reduce the risk of downtime caused by hardware failures.",,,,,2,"Migrating to Azure reduces downtime risk by leveraging the cloud’s high availability and resiliency, which protect workloads from hardware failures.",Cloud Concepts
"An organization wants to centrally manage user identities, authentication, and access to Azure resources, Microsoft 365, and thousands of SaaS apps. They need Azure’s main identity platform. Which Azure service should they use?",multiple-choice,Microsoft Account (MSA),"MSA is for personal accounts (e.g., Outlook.com), not enterprise identity or Azure resource access.",Microsoft Entra ID,"Microsoft Entra ID (formerly Azure Active Directory) is Azure’s: · primary identity store · authentication and authorization service · single sign-on provider · identity governance and security platform. It manages user accounts, groups, roles, access policies, and authentication for Azure and Microsoft cloud services.",Azure Key Vault,"Key Vault stores secrets, certificates, keys. It is not an identity or authentication provider.",Network Security Group,NSGs filter network traffic at the subnet/NIC level. They have no role in identity or authentication.,,,,,2,"Microsoft Entra ID is Azure’s core identity and authentication platform, enabling secure access to cloud resources.",Azure Architecture and Services
You are designing a mission-critical application that must remain online even if an entire Azure datacenter fails. Azure offers a feature that provides physically separate datacenters within a single region to protect against such failures. What is the primary purpose of Azure Availability Zones?,multiple-choice,To provide physically isolated datacenters within a region for higher fault tolerance,"Availability Zones are: · physically separate datacenters within a single Azure region · each zone has independent power, cooling, and networking · designed to protect applications from datacenter-level failures. By placing VMs or services across multiple zones, you achieve high resilience and improved uptime.",To organize Azure resources like virtual machines and databases into logical folders,"Azure has no folder concept. Resource Groups are for organization, not Availability Zones.",To group multiple Azure regions together for global load balancing,"This describes geographies or paired regions, not Availability Zones. Zones exist within a region, not across regions.",To let customers choose the exact server hardware used for their virtual machines,"Azure does not allow manual server-level selection. Availability Zones focus on fault isolation, not hardware selection.",,,,,1,"Azure Availability Zones provide fault isolation by using multiple, physically separate datacenters within the same region, enabling high availability for critical workloads.",Azure Architecture and Services
"In Azure, you frequently deploy services that run applications, execute logic, or process data. These services rely on CPU power to perform computations. Which statement best defines Azure compute resources?",multiple-choice,They include services that run applications or workloads requiring processing power.,"Azure compute resources are services that perform processing tasks, requiring CPU, memory, or execution environments. These include: · Virtual Machines · App Services · Container Instances · Azure Kubernetes Service · Serverless compute (Functions, Logic Apps). They encompass any service that performs computation, not just VMs.",They refer only to Virtual Machines and exclude all other services.,"Compute services include much more than VMs (serverless compute, AKS, containers, etc.). VMs are just one type.","They represent any Azure resource that stores data, such as Blob Storage.","Storage resources (Blob Storage, Disk Storage, SQL DB storage) are not compute resources, because they store data rather than process it.",They include only serverless resources like Azure Functions.,"Serverless compute (e.g., Azure Functions) is part of compute, but compute is much broader, including IaaS and PaaS compute services.",,,,,1,"Azure compute resources are any services that execute workloads and require CPU/memory, ranging from VMs to serverless functions.",Azure Architecture and Services
"Your team needs to let a colleague manage certain Azure resources in your subscription. You want to give them access without sharing your username or password, using Azure’s built-in identity and access controls. Is this possible?",multiple-choice,YES,"Azure allows you to grant access to your subscription using Role-Based Access Control (RBAC) in Microsoft Entra ID. This means: · You assign a role (e.g., Reader, Contributor, Owner) to another user. · They sign in with their own username/password. · You never share your credentials. This is the recommended and secure method for granting access in Azure.",NO,You should never share your username and password. Azure provides RBAC specifically to avoid credential sharing.,,,,,,,,,1,You can securely grant access to your Azure subscription using RBAC roles in Microsoft Entra ID—no credential sharing required.,Azure Architecture and Services
Which statement correctly describes a Distributed Denial of Service (DDoS) attack?,multiple-choice,"An attack that floods a service with massive amounts of traffic from multiple sources, causing it to become unavailable to legitimate users","A DDoS attack overwhelms a target (website, service, or network) by sending extremely high volumes of traffic from many distributed sources (often compromised devices). This prevents legitimate users from accessing the service, resulting in downtime.",An attack where a hacker injects malicious JavaScript into a website to steal user credentials,"This describes Cross-Site Scripting (XSS), not DDoS.",An attack that secretly encrypts an organization’s data and demands payment to restore access,"This is ransomware, not denial of service.",An attack that tricks users into revealing sensitive information through fraudulent emails,"This is phishing, not a DDoS attack.",,,,,1,"A DDoS attack overwhelms a service with massive traffic from many distributed sources, making it unavailable to legitimate users.",Azure Management and Governance
"A global company wants its users around the world to load images, videos, and static website content quickly. They also want to reduce the load on their origin web server by caching these files closer to end-users. What is the primary benefit of using a Content Delivery Network (CDN)?",multiple-choice,It caches static content at edge locations to reduce latency and server load.,"A Content Delivery Network (CDN) distributes static content—such as images, videos, CSS/JS files—across a global network of edge servers. This provides: · lower latency (content served from a node close to the user) · reduced load on the origin server · faster website performance globally.",It stores user session information such as shopping cart details.,"Session storage is handled by application frameworks, databases, or cache services (e.g., Redis), not a CDN.",It automatically scales virtual machines that host the website.,"This is done by Virtual Machine Scale Sets, App Service scaling, or AKS, not a CDN.",It acts as a database to store large amounts of application data.,"A CDN is not a storage system for application data. It caches copies of static assets, not primary data storage.",,,,,1,A CDN’s main benefit is caching static content at global edge locations to improve performance and reduce load on the origin server.,Azure Architecture and Services
"You are designing a cloud-based application that must remain operational even during unexpected failures. To ensure the system can continue running when components malfunction, you must apply a key high-availability design principle. Which principle should guide your architecture?",multiple-choice,Design the system so that no single component failure can bring down the entire application,"High availability requires resilience, meaning the system should continue operating even if individual components fail. This is achieved by: · distributing resources across availability zones or regions · using multiple instances of critical services · eliminating single points of failure.",Use the largest possible virtual machine size to minimize the risk of failure,"Bigger VMs do not increase availability. High availability is about redundancy, not raw capacity.",Ensure all application components run in the same datacenter to simplify management,"This increases the risk of downtime, because a datacenter failure would take down the whole system.",Avoid using redundancy because it increases operational complexity,"Redundancy is essential for fault tolerance. Without it, a single failure can lead to system-wide outages.",,,,,1,"High availability is achieved by designing for resilience and eliminating single points of failure, not by relying on a single server or datacenter.",Azure Architecture and Services
"Your organization plans to set up a secure Site-to-Site VPN between its on-premises datacenter and Azure. To complete the connection, Azure requires that your on-premises network has a device capable of establishing and maintaining the VPN tunnel. What type of device must be in place on-premises?",multiple-choice,A DNS server,"DNS is unrelated to VPN tunneling. It resolves names, not secure network connections.",A compatible VPN gateway device,A Site-to-Site VPN requires two endpoints: · Azure VPN Gateway in the cloud · A compatible VPN device on the on-premises network. This on-prem device can be a hardware VPN appliance or a VPN-capable firewall that supports industry-standard IPsec.,A load balancer,A load balancer distributes traffic but cannot terminate or establish a VPN tunnel.,A traffic routing appliance provided by Azure,Azure does not provide hardware appliances for your on-premises environment. Only the Azure-side gateway is cloud-hosted.,,,,,2,A Site-to-Site VPN requires a VPN-capable device on-premises to establish the IPsec tunnel with Azure’s VPN Gateway.,Azure Architecture and Services
You come across a new Azure capability marked as private preview. You're considering testing it but need to understand what this preview status implies. Which statement correctly describes Azure services in private preview?,multiple-choice,They are available only to a limited set of customers who have been approved by Microsoft.,"Private preview features are early-stage Azure services available only to selected customers. Access typically requires: · registration · Microsoft approval · a direct invitation. These services are not supported, not covered by SLAs, and are not recommended for production use.",They are fully supported services with complete SLA guarantees.,Private preview services do NOT have SLAs or official Microsoft support. Only GA (Generally Available) services do.,They are open to all Azure customers and can be used freely in production.,"That describes public preview, not private preview. Even in public preview, production use is discouraged.",They represent features that have been retired and will soon be removed from Azure.,"Private preview refers to new, experimental features—not retired ones.",,,,,1,Azure private preview services are available only to selected customers and do not include SLAs or production support. They exist for early testing and feedback.,Azure Management and Governance
"An organization plans to migrate its datacenter workloads to Azure. Instead of buying expensive servers upfront, they prefer to pay only for the cloud resources they consume each month. Which cloud computing benefit does this scenario represent?",multiple-choice,Elastic scaling,Elasticity refers to automatically scaling resources up/down based on demand. It is unrelated to avoiding upfront hardware purchases.,Capital expenditure to operational expenditure shift,"By moving to the cloud, companies avoid large upfront purchases of physical hardware (CapEx). Instead, they pay only for the resources they use, converting costs into operational expenses (OpEx).",Global resiliency,This refers to the ability of cloud providers to keep services running across multiple regions. It does not address cost structure.,Automated fault recovery,"Fault tolerance deals with maintaining service availability during failures, not financial benefits.",,,,,2,"Migrating to Azure helps organizations shift from CapEx to OpEx, paying only for the cloud resources they consume—no large upfront hardware costs.",Cloud Concepts
"Your organization wants to forecast the cost of running various Azure services before deploying them. They need a web-based tool that allows them to add services, configure options, and calculate estimated monthly pricing. Which Azure tool should they use?",multiple-choice,Azure Pricing Calculator,The Azure Pricing Calculator is a web-based tool that allows you to: · add Azure services to a cost estimate · adjust configuration options · model expected usage · calculate projected monthly or annual cost.,Azure Monitor,Azure Monitor collects metrics and logs from running resources but does not estimate or calculate pricing.,Azure Service Health,"Service Health provides information about outages and maintenance events, not pricing estimates.",,,,,,,1,Use the Azure Pricing Calculator to estimate future Azure costs by adding and configuring services in a shopping-cart style interface.,Azure Management and Governance
Your organization stores sensitive files in Azure Blob Storage and wants them to be automatically encrypted at rest without requiring any manual configuration. Azure should also decrypt the data transparently when it is accessed by authorized users. Which Azure feature provides this capability by default?,multiple-choice,Azure Storage Service Encryption (SSE),Azure Storage Service Encryption (SSE) automatically: · encrypts data before writing it to Azure Blob Storage · decrypts data when accessed by authorized users · uses Microsoft-managed keys by default · requires no application changes.,Azure Disk Encryption,This encrypts virtual machine OS and data disks using BitLocker or DM-Crypt. It does not apply to Blob Storage.,Azure Information Protection,AIP applies labels and rights management to documents and emails. It is not used for at-rest encryption of storage accounts.,Azure Key Vault,"Key Vault stores encryption keys, secrets, and certificates. It does not perform the encryption of Blob Storage by itself—SSE does that.",,,,,1,"SSE automatically encrypts and decrypts Azure Blob Storage data, providing transparent encryption at rest with no user configuration required.",Azure Management and Governance
