Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A team wants to minimize costs while experimenting in Azure. They plan to spin resources up and down frequently and want to understand exactly when Azure charges apply. Which of the following statements about Azure billing are TRUE? (Select two that apply.),multi-select,Azure does not charge for stopped (deallocated) virtual machines.,"TRUE. If a VM is stopped and deallocated, compute charges stop. You only pay for the underlying storage.",Azure charges for storage used by VM disks even if the VM is deallocated.,"TRUE. Even when a VM is stopped/deallocated, Azure still charges for managed disks, snapshots, and images. Storage fees continue as long as the disk exists.",Azure requires a monthly subscription fee regardless of usage.,"FALSE. There is no base fee. If you use no billable services, you pay nothing.",Azure charges a fee simply for creating a resource group.,FALSE. Resource groups themselves are free. You are only billed for the resources inside them.,,,,,"1,2","Azure charges only for active resources and stored data—not for accounts, subscriptions, or empty resource groups. Stopping (deallocating) VMs saves compute cost, but disk storage still incurs charges.",Azure Management and Governance
"Your team is experiencing issues with resources deployed in the East US region. They want to: · Check whether Microsoft is reporting any service outages or degraded performance in that region, and · Set up personalized alerts so they are notified automatically if the issue continues or happens again. Which Azure service should they use?",multiple-choice,Azure Monitor,"Incorrect. Azure Monitor alerts you about your resource metrics/logs, not Microsoft's regional outages.",Azure Service Health,"Azure Service Health provides: Region-specific outage information, Service advisories and RCA reports, Personalized alerting (email, SMS, webhook, ITSM tools), and Notifications when Azure services are degraded, down, or undergoing maintenance. It is the correct tool for identifying Microsoft-side outages and receiving alerts.",Microsoft Purview,"Incorrect. Purview handles data governance and compliance, not service health or incident alerts.",Azure Resource Graph,"Incorrect. Resource Graph is used to query resource inventory, not outage detection or alerting.",,,,,2,Use Azure Service Health to check whether Microsoft is reporting outages in a region and to configure alerts for future incidents.,Azure Management and Governance
"Your cloud governance team wants to ensure that all Azure resources created by different departments follow corporate naming standards and are deployed only to approved regions. They need an Azure feature that can audit, enforce, or deny non-compliant deployments. Which Azure capabilities can enforce these governance requirements? (Select two that apply.)",multi-select,Azure Policy,"Correct. Azure Policy can: Enforce naming conventions, Restrict allowed regions, Deny or audit deployments, and Apply rules automatically across subscriptions. It is the primary governance tool for this scenario.",Initiative Definitions (Policy Sets),"Correct. Initiatives allow you to: Combine multiple policies (e.g., naming + region restrictions), Assign them together for consistent governance, and Track compliance at scale. Perfect for enforcing multi-team standards.",Azure Advisor,"Incorrect. Advisor provides recommendations for cost, performance, reliability, and security. It does not enforce naming or region restrictions.",Azure Resource Locks,Incorrect. Resource Locks prevent accidental deletion or modification. They do not enforce naming rules or region governance.,,,,,"1,2","Use Azure Policy and Initiatives to enforce naming standards, region restrictions, and other governance rules across teams and subscriptions.",Azure Management and Governance
"Your organization must comply with European privacy and security standards such as GDPR, ISO 27001, and SOC. You want an Azure tool that helps you evaluate regulatory compliance, provides improvement actions, and shows how Microsoft cloud services align with global standards. Which of the following statements about Azure compliance tools are TRUE? (Select two that apply.)",multi-select,Microsoft Purview Compliance Manager provides assessments and a compliance score aligned to regulations like GDPR and ISO 27001.,"TRUE. Compliance Manager: Provides GDPR, ISO 27001, SOC, HIPAA assessments, Gives a compliance score, and Offers recommended improvement actions. It is the correct tool for evaluating Microsoft and customer compliance responsibilities.",Azure Monitor provides dashboards showing how Azure services comply with international standards.,FALSE. Azure Monitor tracks metrics and logs. It has no compliance features and does not evaluate GDPR or ISO adherence.,The Service Trust Portal provides documentation and audit reports about Microsoft’s compliance with global standards.,"TRUE. The Service Trust Portal provides: Compliance reports, Audit documents, Independent assessments, and GDPR and ISO documentation. It helps organizations understand how Microsoft meets global standards.",Azure Policy automatically ensures your environment is compliant with GDPR without requiring custom configuration.,"FALSE. Azure Policy enforces technical configurations, but: It cannot guarantee GDPR compliance, You must create or assign appropriate policies manually, and GDPR compliance includes many non-technical requirements.",,,,,"1,3","To understand Azure’s compliance with standards like GDPR and ISO 27001, use Microsoft Purview Compliance Manager and the Service Trust Portal—Azure Monitor and Azure Policy alone cannot provide full compliance assessments.",Azure Management and Governance
"Your organization is adopting cloud services and needs an Identity-as-a-Service (IDaaS) platform that supports: · Cloud-based authentication · Single sign-on (SSO) · Centralized identity management · Integration with Microsoft 365, Azure, and third-party SaaS apps Which Microsoft services provide IDaaS capabilities in Azure? (Select two that apply.)",multi-select,Microsoft Entra ID,"Correct. Microsoft Entra ID (formerly Azure Active Directory) provides full IDaaS capabilities: Authentication, SSO, Conditional Access, Identity lifecycle management, and Integration with Azure and SaaS applications.",Microsoft Entra External ID,"Correct. Entra External ID provides identity services for: Customers, Partners, and External users. It is also a cloud-based identity platform supporting SSO and authentication scenarios outside internal employees.",Azure Virtual Network,"Incorrect. A VNet provides network isolation, not identity or authentication services.",Azure Front Door,Incorrect. Front Door is a global load balancing and security service. It does not manage identity or provide IDaaS features.,,,,,"1,2","Microsoft’s IDaaS capabilities in the cloud are delivered through Microsoft Entra ID and Microsoft Entra External ID, which provide authentication, SSO, and identity management for both workforce and external users.",Azure Architecture and Services
"Your company wants to enforce stronger sign-in security by requiring Multi-Factor Authentication (MFA) only when users sign in from unmanaged or personal devices. However, users signing in from trusted, compliant corporate devices should not be prompted for MFA. To achieve this, the organization plans to configure Microsoft Entra ID features. Which of the following statements are TRUE? (Select two that apply.)",multi-select,Conditional Access policies can require MFA only when the device is not compliant or not hybrid Azure AD-joined.,TRUE. Conditional Access allows policies such as: · Require MFA if device is not compliant · Require MFA if device is not hybrid-joined. This exactly matches the scenario of enforcing MFA for unmanaged devices only.,Privileged Identity Management (PIM) manages device compliance and controls whether MFA is required during regular sign-in.,"FALSE. PIM is only for managing privileged role assignments, not device-based MFA during sign-in. It cannot enforce everyday MFA rules.",Identity Protection risk policies can evaluate device trust but are not the primary tool for device-based MFA rules.,"TRUE (but not the primary tool). Identity Protection can trigger MFA based on detected risk, such as unfamiliar location or anonymous IP. While it does not manage device trust, it can still require MFA. Thus, the statement is true: it evaluates risk, not device compliance.","Access Reviews are used to periodically confirm group membership, not to enforce MFA rules.","FALSE. Access Reviews are used for group and role attestation, not authentication requirements.",,,,,"1,3","To enforce MFA based on whether a device is managed or compliant, use Conditional Access. Identity Protection evaluates risk signals, but PIM and Access Reviews are unrelated to sign-in MFA enforcement.",Azure Architecture and Services
"Your security team is reviewing ways to strengthen perimeter (network-boundary) security in Azure and on-premises environments. They want to identify controls that help filter, isolate, or protect traffic at the network boundary. Which of the following are examples of perimeter security controls? (Select two that apply.)",multi-select,Network Security Groups (NSGs) to control inbound and outbound subnet traffic,TRUE. NSGs act as a network boundary control by filtering: · inbound traffic · outbound traffic at the subnet or NIC level. They are a core Azure perimeter security mechanism.,Firewalls to inspect and filter traffic entering the network,"TRUE. Firewalls (Azure Firewall, on-prem firewalls, WAF, etc.) protect the edge of the network, filtering malicious or unauthorized traffic. These are classic perimeter defenses.",Role-Based Access Control (RBAC) to limit who can manage resources,"FALSE. RBAC is an identity and access management control, not a network boundary control.",Disk encryption to protect stored data,"FALSE. Encryption protects data at rest, not network boundaries.",,,,,"1,2","Perimeter security focuses on controlling network traffic at the boundary, using tools such as firewalls and NSGs—not identity or storage-based controls.",Azure Management and Governance
"Your engineering team wants early access to new Azure capabilities that are not yet publicly available. These features are in Private Preview, which means access is restricted and controlled by Microsoft. Which of the following statements correctly describe how organizations can gain access to Azure Private Preview services? (Select two that apply.)",multi-select,Access often requires approval from Microsoft or an invitation to the preview program.,"TRUE. Private Preview features are restricted. You must either: · Be invited, or · Apply and be approved. This ensures Microsoft can limit early access to selected customers.",Private Preview services are not publicly listed and are not available to all customers.,TRUE. Private Preview services are not listed in the marketplace and cannot be enabled like GA or Public Preview features.,Any Azure customer can enable Private Preview features directly from the Azure Portal.,"FALSE. This describes Public Preview, not Private Preview.",Private Preview services include full SLAs and are ready for production workloads.,FALSE. Private Preview services: · Have no SLA · Should not be used in production · May change or be removed without notice,,,,,"1,2","Azure Private Preview services require approval or invitation, are not available to all customers, and do not include SLAs—they are meant for early testing, not production.",Azure Management and Governance
"Your organization wants to deploy partner solutions such as firewalls, monitoring tools, and preconfigured virtual machines provided by third-party vendors. They need to know where in the Azure portal these solutions can be discovered and acquired. Where should they go to find and deploy third-party solutions in Azure?",multiple-choice,Azure Marketplace,Correct. Azure Marketplace is the official catalog where you can browse and deploy: · Third-party virtual machine images · SaaS offerings · Security appliances · Developer tools · Full solution templates. It is the correct location for discovering and acquiring partner solutions.,Azure Resource Graph Explorer,"Incorrect. Used for querying existing resources, not acquiring new third-party offers.",Azure Advisor,"Incorrect. Provides recommendations (cost, performance, reliability), not marketplace solutions.",Microsoft Store,"Incorrect. This is used for end-user software, not Azure cloud services or VM images.",,,,,1,"To find third-party virtual machine images and cloud solutions, always use the Azure Marketplace.",Azure Architecture and Services
Your team wants to maximize uptime for a critical application by deploying virtual machines across multiple Availability Zones within a single Azure region. Review the following statements about Azure SLA guarantees for this architecture. Which of the following statements are TRUE? (Select two that apply.),multi-select,Deploying VMs across Availability Zones offers the highest VM uptime SLA available from Azure.,"TRUE. Deploying VMs across different zones gives the highest VM SLA, because each zone is a physically separate datacenter.",A zone-redundant VM deployment qualifies for a 99.99% uptime SLA.,TRUE. Azure guarantees 99.99% uptime when two or more VMs are deployed across zones.,Placing two VMs in the same Availability Zone provides the same SLA as placing them across different zones.,FALSE. Same-zone deployments do not reach 99.99% SLA. Using an Availability Set is 99.95%. Using different Availability Zones is 99.99%.,Azure guarantees 100% uptime for zone-redundant VM deployments.,FALSE. Azure never provides a 100% SLA for virtual machines.,,,,,"1,2","Deploying VMs across multiple Availability Zones gives Azure’s highest VM SLA (99.99%), because redundancy is achieved across physically separate datacenters.",Azure Architecture and Services
Your organization plans to run workloads in Azure that experience seasonal spikes in demand. They want their applications to automatically: · Add more compute power during busy periods · Reduce capacity when demand is low · Optimize costs by paying only for what is used Which cloud capabilities support this type of behavior? (Select two that apply.),multi-select,Elasticity,Correct. Elasticity enables the environment to automatically adjust capacity (scale-out / scale-in) based on demand. This is exactly what seasonal workloads require.,Scalability,Correct. Scalability is the ability to increase or decrease resources to meet workload requirements. Elasticity builds on this concept by making it automatic.,Disaster Recovery,Incorrect. DR is about restoring operations after a failure—not about scaling resources up/down.,Fault Tolerance,Incorrect. Fault tolerance ensures continued operation when components fail. It does not add or remove capacity based on demand.,,,,,"1,2",Seasonal or variable workloads benefit from Elasticity (automatic adjustment of resources) and Scalability (ability to grow/shrink workloads).,Cloud Concepts
Your organization is considering whether to split its Azure environment into multiple subscriptions. Review the following statements and determine which ones are valid reasons to create multiple Azure subscriptions. Which of the following statements are TRUE? (Select two that apply.),multi-select,You need to enforce hard isolation of resources and permissions between different business units or clients.,TRUE. Multiple subscriptions provide: · strong access boundaries · natural separation of environments · reduced risk of resource exposure. This is one of the primary reasons organizations use multiple subscriptions.,"You want separate billing, spending limits, or invoices for different departments or projects.","TRUE. Multiple subscriptions allow you to: · receive separate invoices · assign different spending limits · give cost visibility to different teams. Common in consulting firms, large enterprises, and multi-department organizations.",You need to deploy resources to different Azure regions around the world.,FALSE. A single subscription can deploy to any Azure region. Region choice is not a reason to create multiple subscriptions.,You want your applications to run faster by spreading them across more subscriptions.,FALSE. Subscriptions do not affect compute performance. Performance improvement comes from: · correct region selection · correct VM sizing · scaling options. Not from having more subscriptions.,,,,,"1,2","Use multiple Azure subscriptions when you need isolation (security boundaries) or separate billing/governance, not for performance or region placement.",Azure Management and Governance
"An administrator wants to manage Azure resources directly from a web browser, without installing Azure CLI or Azure PowerShell locally. They also prefer using Bash or PowerShell command-line environments. Which of the following statements are TRUE? (Select two that apply.)",multi-select,Azure Cloud Shell provides both Bash and PowerShell environments directly in the browser.,TRUE. Azure Cloud Shell lets you choose: · Bash (Linux environment) · PowerShell. And runs entirely in your browser—no installation needed.,Azure Cloud Shell automatically authenticates you using your signed-in Azure Portal session.,TRUE. When Cloud Shell opens in Azure Portal: · You are already logged in · No manual authentication steps are required. This makes it ideal for quick browser-based CLI access.,Installing Azure CLI locally is required to use Bash commands for Azure management.,FALSE. Azure CLI is not required locally when using Cloud Shell. Cloud Shell includes the CLI already installed.,The Azure Portal Dashboard allows running PowerShell commands directly without Cloud Shell.,"FALSE. The Portal Dashboard is for visualization and resource management. PowerShell commands require Cloud Shell, not the dashboard.",,,,,"1,2","If you want to manage Azure from a browser using Bash or PowerShell, the correct tool is Azure Cloud Shell, which runs CLI tools without any installation.",Azure Architecture and Services
A company runs most of its applications on-premises but uses Azure Storage to archive large files and overflow data during high-capacity periods. This setup allows them to extend their local infrastructure with cloud resources. Which cloud deployment model does this scenario represent?,multiple-choice,Public Cloud,Incorrect. Public cloud means all workloads run in the cloud. This company still uses on-premises systems.,Hybrid Cloud,Correct. A Hybrid Cloud combines on-premises infrastructure with cloud services. In this scenario: · Primary systems run locally · Additional storage capacity is obtained from Azure. This is the classic definition of hybrid cloud usage.,Private Cloud,"Incorrect. A private cloud is fully owned and operated by the organization, not by a public provider like Azure.",Multi-Cloud,"Incorrect. Multi-cloud means using multiple cloud providers (e.g., Azure + AWS). Not the case here.",,,,,2,"A Hybrid Cloud integrates on-premises infrastructure with cloud services to extend capacity, flexibility, and scalability.",Cloud Concepts
Your development team is evaluating Azure App Service and wants to understand why it is classified as a Platform as a Service (PaaS) offering rather than IaaS. Which of the following characteristics explain why Azure App Service is considered PaaS? (Select two that apply.),multi-select,Azure automatically manages the operating system and applies security patches.,"TRUE. In PaaS, the cloud provider manages: · OS updates · runtime patching · server maintenance. Developers don’t touch the OS layer, which is why App Service fits PaaS.",Developers deploy their application code without managing the underlying virtual machines.,"TRUE. App Service abstracts away VM configuration, storage layout, and OS lifecycle. Developers only provide code + configuration. This is a defining characteristic of PaaS.","Customers must choose and manage the VM size, storage configuration, and OS updates.","FALSE. That describes IaaS, not PaaS. With App Service, the underlying VMs are fully managed by Azure.","App Service includes built-in scaling, runtime environments, and deployment slots.","FALSE only because it’s not a reason for PaaS classification. While App Service does include these features, they are not why it is categorized as PaaS. The defining reason is no OS or VM management, which is already covered in A and B.",,,,,"1,2","App Service is PaaS because Azure manages the OS and infrastructure, and developers only deploy code, not servers.",Azure Architecture and Services
"Your organization has several Windows and Linux virtual machines in Azure. Security policies now require that RDP and SSH access must not be exposed directly to the public internet, and administrators should use a more secure method to connect. Which Azure solution provides secure, browser-based RDP/SSH access without exposing management ports publicly?",multiple-choice,Azure Bastion,"Correct. Azure Bastion allows secure RDP and SSH access through the Azure Portal, eliminating: · public exposure of port 22 (SSH) · public exposure of port 3389 (RDP) · brute-force attacks · inbound NSG rules for these ports. It is the recommended Azure-native approach to securing admin access.",Public IP address with Network Security Group allowing port 3389,"Incorrect. This still exposes management ports to the internet, increasing attack risk.",Strong passwords for all admin accounts,"Incorrect. Strong passwords help, but they do not protect against internet-exposed RDP/SSH ports.",Disabling RDP and SSH access entirely,Incorrect. Administrators still need access. This is not a usable solution.,,,,,1,"To securely manage Azure VMs, use Azure Bastion, which provides private, browser-based RDP/SSH access without exposing ports to the internet.",Azure Management and Governance
"Your organization suspects a global Azure networking issue is affecting multiple regions. Besides using Azure Service Health, the administrator wants to check other official sources that report Azure-wide outages, incidents, or service disruptions. Which of the following are valid places to check for Azure-wide or region-wide issues? (Select two that apply.)",multi-select,Azure Status page (status.azure.com),TRUE. The Azure global status page shows: · broad service outages · region-wide issues · platform-wide disruptions. It is the primary public-facing source for Azure-wide incidents.,Azure Resource Health for individual resources,"FALSE. Resource Health only shows the status of your specific resource (VM, App Service, etc.). It does not provide global Azure outage information.",Azure Updates site for service incident notices,TRUE. The Azure Updates page posts: · service incident summaries · planned maintenance · feature deprecations · impactful changes. It complements Service Health with additional global notifications.,Windows Event Viewer on each virtual machine,"FALSE. This shows OS-level events inside the VM, not Azure platform or network issues.",,,,,"1,3","For Azure-wide or region-wide outages, use the Azure Status page and Azure Updates, which complement Azure Service Health by reporting global incidents and platform issues.",Azure Management and Governance
Your team is deciding whether to use the Azure Portal or command-line tools such as Azure PowerShell or the Azure CLI. They want to understand the advantages of using CLI tools in certain scenarios. Which of the following statements about using command-line tools in Azure are TRUE? (Select two that apply.),multi-select,Command-line tools can automate repeated deployments using scripts.,"TRUE. PowerShell and Azure CLI support scripting, which allows: · repeatable deployments · infrastructure automation · DevOps pipelines. This is a major benefit over manually clicking in the portal.",Command-line tools allow you to deploy resources consistently across multiple environments.,"TRUE. Scripts ensure identical deployments: · across dev, test, and production · for multiple regions or subscriptions · without human error. The portal cannot guarantee this level of repeatability.",Using command-line tools is cheaper than using the Azure Portal.,"FALSE. There is no cost difference between using the portal or CLI. Billing depends only on resources created, not the tool used.",The Azure Portal is always faster and more scalable than CLI automation.,"FALSE. For large or repeated deployments, CLI automation is much faster and scales better than manual portal operations.",,,,,"1,2","The main benefits of CLI tools like Azure PowerShell and Azure CLI are automation and consistent, repeatable deployments, especially in large or multi-environment setups.",Azure Architecture and Services
Your organization wants to enforce strict governance rules to ensure that: · All Azure resources follow internal naming standards · Resources are deployed only to a set of approved Azure regions · Non-compliant deployments are automatically denied or flagged Which Azure features can help enforce these governance requirements? (Select two that apply.),multi-select,Azure Policy,TRUE. Azure Policy can: · Enforce naming rules · Restrict allowed regions · Deny creation of non-compliant resources · Audit existing resource compliance. It is the correct governance tool for this scenario.,Azure Policy Initiatives (Policy Sets),TRUE. Initiatives allow you to group multiple policies (such as naming conventions + region restrictions) and assign them together for: · consistent governance · compliance monitoring · ease of management at scale.,Azure Resource Manager (ARM) templates alone,"FALSE. ARM templates can define naming and location settings, but: · templates cannot enforce organization-wide compliance · users can bypass templates by deploying manually. Only Azure Policy can enforce environment-wide rules.",Microsoft Defender for Cloud,FALSE. Defender focuses on: · threat protection · security recommendations · vulnerability assessments. It does not enforce naming standards or allowed regions.,,,,,"1,2","Use Azure Policy (and Policy Initiatives) to enforce organization-wide rules like naming conventions, allowed regions, tags, and configuration standards.",Azure Management and Governance
