Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"According to ISTQB® Acceptance Testing principles, which types of requirements are within the scope of acceptance testing?",multiple-choice,Only functional requirements defined in user stories,Incorrect. Acceptance testing is not limited to functionality; it explicitly includes non-functional requirements (NFRs).,Only non-functional requirements related to system quality,Incorrect. Focusing only on quality attributes ignores the core business functionality and value.,"Functional requirements and selected quality-related requirements such as usability, performance, and security",Correct. Acceptance testing covers both functional and relevant non-functional requirements validated via measurable criteria.,Functional requirements and technical design constraints,Incorrect. Technical design constraints are not acceptance criteria; the focus is on what the system achieves for the business.,,,,,3,"Key Takeaway: ISTQB® CT-AcT scope covers functional requirements and relevant NFRs (performance, usability, security) based on business value and Quality in Use.",Introduction and Foundations
Which of the following statements correctly describes the hierarchy followed in business analysis according to ISTQB® Acceptance Testing concepts?,multiple-choice,"Business analysts start by eliciting detailed requirements, then align them with business needs and finally validate them against business goals.","Incorrect. Requirements must be derived from needs and goals, not defined upfront. This reverses the correct hierarchy.","Business analysts first identify business goals, then derive business needs, and finally elicit detailed requirements.","Correct. Business goals define why change is needed, needs explain what to achieve, and requirements specify how needs are fulfilled.","Business analysts begin by documenting user requirements, then analyze organizational goals, and afterward determine business needs.",Incorrect. Goals must guide needs and requirements. Starting with requirements leads to misaligned outcomes.,"Business analysts first define solution requirements, then clarify goals, and lastly confirm organizational needs.",Incorrect. Solution requirements belong at the lowest level of abstraction and require prior understanding of goals and needs.,,,,,2,Key Takeaway: ISTQB® CT-AcT expects candidates to know the correct hierarchy: Business Goals → Business Needs → Requirements.,Business Process and Business Rules Modeling
"Which test type is primarily concerned with evaluating how a system behaves in terms of response times, throughput, and stability when subjected to expected and peak workloads?",multiple-choice,Security testing,"Incorrect. Focuses on protecting the system against threats and vulnerabilities (confidentiality, integrity, availability).",Performance testing,"Correct. Evaluates responsiveness and stability under defined workloads, including load, stress, and endurance testing.",Reliability testing,"Incorrect. Focuses on consistency over time, availability, and fault tolerance rather than workload behavior.",Usability testing,"Incorrect. Evaluates ease of use and user satisfaction, not system behavior under workload conditions.",,,,,2,Key Takeaway: Performance Testing is the test type that determines responsiveness and stability under specific workload conditions in the CT-AcT syllabus.,Acceptance Testing for Non-Functional Requirements
"Which statement best describes the relationship between business goals, business needs, and requirements in the context of ISTQB® Acceptance Testing and business analysis?",multiple-choice,Business goals and business needs are interchangeable terms that describe the same concept.,"Incorrect. Goals define why change is needed, while needs describe what must be achieved. They are related but not synonyms.",Business needs are defined after requirements in order to validate whether business goals are met.,Incorrect. This reverses the hierarchy; requirements are derived from business needs.,"Business goals, business needs, and requirements represent different levels of abstraction describing what should be achieved.","Correct. Goals (Strategic/Why), Needs (Outcomes/What), and Requirements (Detailed/How) form a hierarchy of abstraction.","Business requirements define the business problem, while business needs describe the technical solution.",Incorrect. Business needs describe the problem/opportunity; requirements are derived from these needs.,,,,,3,"Key Takeaway: Business goals, business needs, and requirements form a hierarchy of abstraction and must be addressed in that specific order.",Business Process and Business Rules Modeling
Which of the following statements accurately describes the use of test techniques in acceptance testing according to ISTQB® Acceptance Testing (CT-AcT)?,multiple-choice,Acceptance testing mainly relies on experience-based testing because it is performed at the end of the development lifecycle.,Incorrect. Timing does not dictate technique; acceptance testing is not exclusively informal or experience-based.,Decision table testing is always the primary technique used in acceptance testing.,"Incorrect. While useful for complex rules, it is not the mandatory primary technique for all acceptance testing.","Black-box test techniques are applied to derive acceptance tests from acceptance criteria, user stories, or business requirements.",Correct. Acceptance testing focuses on externally observable behavior and derives tests from requirements using black-box methods.,White-box techniques are commonly used in acceptance testing by reusing developer unit tests for risk-based decisions.,"Incorrect. White-box techniques focus on internal code structure, which is not the objective of acceptance testing.",,,,,3,Key Takeaway: Acceptance testing primarily uses black-box test techniques to derive tests from acceptance criteria and business requirements.,Acceptance Tests and Experience Based Practices
Which of the following statements best explains why exploratory testing is valuable in acceptance testing according to ISTQB® Acceptance Testing (CT-AcT)?,multiple-choice,Exploratory testing replaces structured acceptance test techniques when schedules are tight.,Incorrect. It complements but does not replace structured testing; formal criteria remain essential.,Exploratory testing enables rapid feedback on the business impact of significant changes.,Correct. It allows stakeholders to quickly investigate changed behavior and provides early insight into risks.,Exploratory testing allows acceptance testers to avoid defining acceptance criteria.,Incorrect. Acceptance criteria are mandatory; exploratory testing does not eliminate the need for defined expectations.,Exploratory testing is mainly used to train end users on new system functionality.,"Incorrect. The goal is to evaluate behavior and identify risks, not to educate or train users.",,,,,2,"Key Takeaway: Exploratory testing provides fast, experience-based feedback for acceptance decisions, especially when assessing the impact of major changes.",Acceptance Tests and Experience Based Practices
Which of the following statements describes a good practice when using BPMN and DMN models to support acceptance testing?,multiple-choice,"Business process and decision models should be kept simple, and decomposed into sub-processes or separate decision tables when complexity increases.",Correct. Simplicity and decomposition improve readability and the effective derivation of acceptance tests.,BPMN and DMN models may intentionally omit parts of the behavior if testers already know the remaining logic.,Incorrect. Models must be complete and unambiguous; omitting behavior risks missing critical acceptance scenarios.,Decision logic should be documented in several places using annotations to improve flexibility during testing.,Incorrect. Duplicating information leads to inconsistency; ISTQB recommends a single source of truth for rules.,BPMN and DMN modeling should be done individually by testers to avoid bias from business stakeholders.,Incorrect. Acceptance testing emphasizes collaboration; excluding stakeholders contradicts core ISTQB principles.,,,,,1,Key Takeaway: BPMN and DMN models must be clear and readable; keeping diagrams simple and decomposed is an essential best practice.,Business Process and Business Rules Modeling
Which of the following activities represents a typical usage of an Agile project management tool when supporting acceptance testing?,multiple-choice,Performing business impact analysis by evaluating how defects affect end-to-end business processes,"Incorrect. This is supported by business process modeling tools, not project management tools.","Maintaining links between backlog items (e.g., user stories) and related acceptance tests","Correct. Agile tools support traceability between stories, tests, and defects to ensure alignment with requirements.","Managing consistency and traceability between BPMN models, DMN rules, and business requirements","Incorrect. This is the responsibility of modeling or requirements management tools, not backlog tools.",Automatically generating acceptance test cases from business process models,"Incorrect. This is handled by model-based testing (MBT) tools, not standard Agile management tools.",,,,,2,Key Takeaway: Agile project management tools primarily support acceptance testing through traceability between user stories and tests.,Collaborative Acceptance Testing
Which of the following is NOT a characteristic of the Quality in Use model as defined in ISO/IEC 25010 and referenced by ISTQB® Acceptance Testing?,multiple-choice,Effectiveness,Measures accuracy and completeness with which users achieve goals. A core Quality in Use characteristic. Explicitly defined in ISO/IEC 25010.,Efficiency,Relates resources used versus results achieved by users. A top-level Quality in Use characteristic. Often validated via acceptance testing.,Satisfaction,Addresses user satisfaction when achieving goals. Includes sub-characteristics such as usefulness and trust. A mandatory Quality in Use characteristic in ISO/IEC 25010.,Usability,"Usability is a product quality characteristic, not a Quality in Use characteristic. It belongs to the Product Quality Model of ISO/IEC 25010. Quality in Use focuses on outcomes when users achieve goals in a real context. Classic ISTQB® CT-AcT exam trap: confusing usability with quality in use because they are closely related.",,,,,4,"In ISTQB® CT-AcT, Quality in Use ≠ Product Quality. Effectiveness, Efficiency, Satisfaction, Freedom from Risk, and Context Coverage belong to Quality in Use, while Usability belongs to the Product Quality Model.",Acceptance Testing for Non-Functional Requirements
"The following capabilities are required in a tool supporting acceptance testing: documenting and maintaining acceptance criteria, establishing traceability between requirements and acceptance tests, analyzing test coverage against requirements. Which type of tool typically provides these capabilities according to ISTQB® Acceptance Testing?",multiple-choice,Agile project management tool,"Agile tools mainly support backlog management, planning, and basic traceability. They do not provide detailed coverage analysis of tests versus requirements. Classic ISTQB® CT-AcT trap: confusing backlog traceability with test coverage analysis.",Requirements management tool,"Focuses on capturing, structuring, and versioning requirements. Traceability is usually limited to requirements relationships, not test execution coverage. Coverage analysis of acceptance tests is outside its core scope.",Business process management tool,"Used to model and analyze business processes (e.g., BPMN). Does not manage acceptance criteria, test cases, or test coverage. Exam trap: mixing modeling tools with testing tools.",Test management and automation tool,Supports definition and maintenance of acceptance criteria and test cases. Provides traceability between tests and requirements. Enables coverage analysis to assess acceptance completeness. Fully aligned with ISTQB® CT-AcT descriptions of tool support.,,,,,4,"In ISTQB® CT-AcT, test management and automation tools are responsible for acceptance criteria documentation, traceability between tests and requirements, and coverage analysis. Agile and requirements tools may support traceability, but coverage analysis is the key differentiator.",Collaborative Acceptance Testing
Which of the following statements BEST corresponds to a UX (User Experience) requirement analysis activity according to ISTQB® Acceptance Testing principles?,multiple-choice,Personas are created to benchmark usability features against competing products.,"Personas represent target users, their goals, behaviors, and motivations. Competitive analysis is a market or product strategy activity, not a UX requirement analysis task.","Context-of-use information, such as physical and technical conditions, is identified during task analysis.","UX requirement analysis focuses on understanding users, tasks, and context of use. Environmental aspects (e.g., light, noise, devices) directly influence UX requirements. Explicitly aligned with ISO/IEC 25010 Quality in Use and ISTQB® CT-AcT guidance.",User profiles are defined primarily to classify users by organizational hierarchy.,"User profiles describe skills, experience, goals, and domain knowledge. Organizational level alone does not represent UX-relevant user characteristics. Exam trap: mistaking HR classification for UX analysis.",Security constraints are derived directly from end-to-end usage scenarios.,"Security requirements are part of non-functional requirements, not UX requirement analysis. UX analysis may consider trust and perception, but not define security controls. Exam trap: mixing UX activities with security engineering.",,,,,2,"In ISTQB® CT-AcT, UX requirement analysis focuses on understanding users, their tasks, and the context in which the system is used. Activities such as task analysis and identifying environmental conditions directly support UX requirements.",Acceptance Testing for Non-Functional Requirements
"According to ISTQB® Acceptance Testing (CT-AcT), when should acceptance criteria and acceptance testing activities be addressed during product development?",multiple-choice,Only after the detailed solution design has been completed,"Acceptance criteria should influence design, not be defined after it. Late definition increases the risk of misunderstanding business needs.","As early as possible, starting during requirements engineering and refinement",Acceptance criteria clarify expectations before development begins. Early consideration supports shared understanding and prevents rework. Fully aligned with ISTQB® CT-AcT guidance and shift-left testing principles.,"Only during implementation, once the system behavior can be observed",Waiting until development defeats the purpose of acceptance criteria. Acceptance testing is not limited to execution; analysis and design come first.,"At the discretion of the product owner, depending on delivery pressure","Acceptance criteria are a systematic practice, not optional or ad hoc. They must be agreed collaboratively, regardless of time pressure.",,,,,2,"ISTQB® CT-AcT clearly states that acceptance criteria and acceptance testing must be considered as early as possible, ideally during requirements engineering and refinement.",Acceptance Tests and Experience Based Practices
Which of the following activities is NOT considered a main element of business analysis activities according to ISTQB® Acceptance Testing and aligned business analysis concepts?,multiple-choice,Strategy definition to understand and address business needs,Business analysis starts with understanding business goals and needs. Strategic alignment is a core business analysis activity.,Requirements engineering as part of business analysis,"Eliciting, analyzing, and validating requirements is a central business analysis activity. Acceptance criteria are derived from these requirements.",Solution evaluation and improvement after implementation,Evaluating whether the delivered solution meets business needs is part of business analysis. Supports acceptance decisions and continuous improvement.,Operational management of business analysis governance processes,Managing BA processes and governance is an organizational or managerial function. It is not a core business analysis activity itself. Classic ISTQB® CT-AcT exam trap: confusing doing business analysis with managing BA functions.,,,,,4,"ISTQB® CT-AcT distinguishes business analysis activities (strategy definition, requirements engineering, solution evaluation) from organizational management or governance activities.",Business Process and Business Rules Modeling
In which acceptance testing approach does the tester systematically derive acceptance test cases directly from the acceptance criteria defined for each requirement?,multiple-choice,Risk-based acceptance testing,Focuses on prioritizing tests based on business risk. Does not define the source of test cases as acceptance criteria per requirement.,Requirements-based acceptance testing,Acceptance tests are derived directly from requirements and their acceptance criteria. Ensures each requirement is verified against defined acceptance conditions. Explicitly described in ISTQB® Acceptance Testing syllabus.,Use-case-driven acceptance testing,"Tests are derived from use cases or scenarios, not individual acceptance criteria per requirement. Focuses on end-to-end user interactions.",Decision-table-driven acceptance testing,"Derives tests from business rules and conditions, not directly from acceptance criteria per requirement. Used when complex decision logic exists.",,,,,2,"In ISTQB® CT-AcT, requirements-based acceptance testing explicitly derives test cases from acceptance criteria defined for each requirement.",Acceptance Tests and Experience Based Practices
"A BPMN model describes a loan approval process with the following logic: If the credit score ≥ threshold, the loan request is approved. When approved, the customer may optionally choose insurance. If the credit score < threshold, the loan is rejected and no insurance option is shown. To achieve “execute all possible process tasks” coverage, which of the following is the MINIMAL set of test cases? Given test cases: Test A: credit score = HIGH, insurance = YES; Test B: credit score = HIGH, insurance = NO; Test C: credit score = LOW; Test D: credit score = LOW, insurance = YES",multiple-choice,"Test A, Test B, Test C","Test A executes: Loan approval task, Insurance selection = YES. Test B executes: Loan approval task, Insurance selection = NO. Test C executes: Loan rejection task. Together, all distinct BPMN process tasks are executed at least once. This is the minimal set achieving task coverage.","Test A, Test C",Does not execute the insurance = NO task. One optional but distinct process task is missing.,"Test B, Test D",Test D is invalid: insurance cannot be selected when the loan is rejected. Missing the insurance = YES task on the approval path.,"Test A, Test B, Test D",Covers both insurance options. Does not execute the rejection task. Missing a mandatory process task.,,,,,1,"For BPMN “execute all possible process tasks” coverage in ISTQB® CT-AcT: Every distinct task must be executed at least once, and invalid test data combinations must be rejected.",Business Process and Business Rules Modeling
"Several customers report difficulties reading text and distinguishing UI elements due to visual impairments. According to ISTQB® Acceptance Testing principles, what should business analysts and testers do to appropriately address this feedback?",multiple-choice,Inform users that accessibility improvements will be considered in a future release.,"Defers addressing a confirmed usability and accessibility issue. Acceptance testing aims to validate fitness for use, including accessibility. Classic ISTQB® CT-AcT trap: postponing acceptance-relevant quality issues.",Incorporate accessibility considerations into acceptance criteria and acceptance tests to ensure usability for users with visual limitations.,"Accessibility is part of usability and quality in use. Acceptance criteria should reflect user needs and limitations. Test cases can validate contrast, font size, readability, and assistive support. Fully aligned with ISTQB® CT-AcT guidance on acceptance testing of non-functional requirements.",Delay any action until similar complaints are received from a larger user group.,"Acceptance testing is risk- and user-focused, not popularity-driven. Ignoring early feedback increases product risk. Exam trap: assuming volume of complaints determines importance.",Perform a cost analysis first to determine whether accessibility enhancements are financially feasible.,"Cost considerations are important, but do not replace acceptance validation. Business analysis must first ensure requirements address real user needs. Exam trap: prioritizing budget decisions over acceptance criteria correctness.",,,,,2,"In ISTQB® CT-AcT, accessibility concerns raised by users must be addressed through acceptance criteria and acceptance tests. Business analysts and testers collaborate to ensure the product is usable by all intended users, including those with impairments.",Acceptance Testing for Non-Functional Requirements
On which principle is business process modeling for ATDD (Acceptance Test-Driven Development) primarily based according to ISTQB® Acceptance Testing?,multiple-choice,Business process and rule models are collaboratively reviewed with stakeholders to validate requirements and acceptance criteria.,ATDD emphasizes shared understanding through collaboration. Business process and decision models act as communication and validation artifacts. Early review helps confirm that requirements and acceptance criteria reflect real business behavior. Fully aligned with ISTQB® CT-AcT principles for ATDD and collaborative acceptance testing.,Business process models are created mainly to support test planning and estimation activities.,"Test planning is a secondary benefit, not the core principle. ATDD focuses on driving requirements and acceptance criteria, not planning artifacts. Classic ISTQB® CT-AcT trap: confusing modeling purpose with testing management activities.",Analysts and testers focus on complying with OMG and DMG notation standards when modeling processes.,"Correct notation is useful, but notation compliance is not the ATDD principle. ATDD prioritizes understanding and validation over formal modeling standards. Exam trap: mistaking standards compliance for acceptance validation.",Testers independently derive test cases from acceptance criteria to ensure flow coverage after modeling is complete.,"ATDD is collaborative, not tester-driven in isolation. Modeling and test derivation happen together, not sequentially and independently. Exam trap: reverting ATDD to a traditional late-test activity.",,,,,1,"In ISTQB® CT-AcT, ATDD-based business process modeling is grounded in collaboration and early validation. Models are reviewed with stakeholders to confirm requirements and acceptance criteria before development, ensuring shared understanding and reducing rework.",Collaborative Acceptance Testing
"In an Agile environment, which Agile practice BEST supports the execution of an exploratory test session in acceptance testing?",multiple-choice,Sprint planning,Sprint planning defines what will be built and tested. It does not define how exploratory testing sessions are executed. Exam trap: confusing planning activities with execution techniques.,Timeboxing,"Exploratory testing sessions are executed within a fixed time limit. Timeboxing enforces focus, scope control, and rapid feedback. Explicitly referenced by ISTQB® CT-AcT in experience-based testing practices.",Continuous refactoring,Refactoring improves internal code structure. It is unrelated to test execution techniques. Exam trap: selecting a valid Agile concept with the wrong purpose.,Collective code ownership,Relates to shared responsibility for code changes. Does not govern exploratory testing sessions.,,,,,2,"In ISTQB® CT-AcT, exploratory testing sessions are timeboxed. Timeboxing is the Agile concept that best supports exploratory testing by enabling focused, goal-oriented, experience-based testing within a defined time frame.",Acceptance Tests and Experience Based Practices
"The sub-characteristics integrity, accountability, and authenticity belong to which non-functional requirement category according to ISO/IEC 25010, as referenced by ISTQB® Acceptance Testing?",multiple-choice,Performance efficiency,"Covers time behavior, resource utilization, and capacity. Does not include accountability or authenticity. Exam trap: associating accountability with performance monitoring.",Security,"Security includes sub-characteristics such as: Confidentiality, Integrity, Authenticity, and Accountability. Defined explicitly in ISO/IEC 25010. Commonly validated via acceptance criteria for security requirements.",Usability,"Focuses on learnability, operability, and user satisfaction. Does not cover authentication or accountability mechanisms. Exam trap: confusing trust perception with security controls.",Maintainability,"Relates to modifiability, analyzability, and testability. Not concerned with protection against misuse or fraud.",,,,,2,"In ISTQB® CT-AcT, accountability and authenticity are security sub-characteristics under ISO/IEC 25010. Any option that places them under usability, performance, or maintainability is incorrect.",Acceptance Testing for Non-Functional Requirements
Which of the following scenarios BEST represents a UX task analysis activity according to ISTQB® Acceptance Testing principles?,multiple-choice,Benchmarking competitor applications to identify innovative interaction patterns,Competitive analysis focuses on market positioning and solution inspiration. It is not a UX task analysis activity. Classic ISTQB® CT-AcT trap: confusing UX research with task analysis.,Categorizing users based on demographic and cognitive characteristics,"This activity relates to user profiling or personas. UX task analysis focuses on tasks and context, not user classification alone. Exam trap: mixing personas with task analysis.",Examining how users perform tasks and identifying contextual constraints that influence task execution,"UX task analysis studies what users do, how they do it, and under which conditions. Considers environmental, technical, and organizational factors. Directly aligned with ISTQB® CT-AcT and ISO/IEC 25010 Quality in Use concepts.",Modeling end-to-end business workflows using BPMN to define system behavior,"BPMN models business processes, not UX task execution from the user’s perspective. UX task analysis may feed into BPMN, but they are not the same activity. Exam trap: confusing business process modeling with UX analysis.",,,,,3,"In ISTQB® CT-AcT, UX task analysis focuses on understanding user tasks and the context in which they are performed, including external conditions and constraints.",Acceptance Testing for Non-Functional Requirements
"Which of the following statements BEST describes the relationship between business goals, business needs, and requirements in the context of ISTQB® Acceptance Testing and business analysis?",multiple-choice,Requirements are defined first to justify business goals and later refined into business needs.,"This reverses the correct hierarchy. Requirements must be derived from needs and goals, not used to justify them. Classic ISTQB® CT-AcT trap: starting analysis at the solution level.","Business analysts create solution models, then derive business goals, and finally document requirements.",Business goals exist independently of solution design. Solution modeling should not precede goal definition. Exam trap: confusing solution-driven and business-driven analysis.,"Requirements are analyzed to identify business needs, which are then used to formulate business goals.","Business goals are strategic drivers, not outcomes of requirements analysis. This option inverts abstraction levels. Exam trap: reversing cause and effect in business analysis.","Business analysts identify business goals, derive business needs from those goals, and then elicit requirements to address the needs.",Business goals explain why change is needed. Business needs describe what must be achieved. Requirements specify how needs will be fulfilled. Fully aligned with ISTQB® CT-AcT and business analysis principles.,,,,,4,ISTQB® CT-AcT expects candidates to understand the top-down hierarchy: Business Goals → Business Needs → Requirements.,Business Process and Business Rules Modeling
