Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
The system must be resistant to intrusion... Which of the following statements is TRUE for acceptance testing of this security requirement according to ISTQB® CT-AcT?,multiple-choice,Security acceptance test planning starts from identified risks and may lead to defining low-level test cases.,"Incorrect: Acceptance testing focuses on high-level business risks, not low-level technical cases.",Specialized security testers may support the design and execution of acceptance tests due to the technical complexity involved.,Correct: ISTQB allows specialist involvement while keeping the focus on business-level acceptance.,Acceptance criteria should be defined only after a concrete technical security solution has been selected.,Incorrect: Criteria must be defined early and remain independent of the specific technical solution.,Acceptance criteria should focus on low-level technical components such as cryptographic modules.,"Incorrect: Acceptance criteria must be high-level and business-relevant, not implementation-specific.",,,,,2,Security acceptance testing remains business-focused but may involve specialists to handle technical complexity.,Acceptance Testing for NonFunctional Requirements
"“The physical, technical, and organizational conditions in which users interact with the system are examined...” This statement BEST refers to which UX-related analysis activity?",multiple-choice,User profiling,"Incorrect: User profiling focuses on user characteristics (skills/knowledge), not the environment.",Task analysis,"Incorrect: Task analysis examines the steps to complete an activity, not the conditions.",Context analysis,"Correct: Context analysis specifically examines environment, platforms, and organizational constraints.",Competitive analysis,"Incorrect: This compares features with competitors, not the user's interaction environment.",,,,,3,Context analysis is the study of environment and conditions to guide design and acceptance criteria.,Acceptance Testing for NonFunctional Requirements
"In the context of performance acceptance criteria, which statement BEST describes how performance is perceived from a user perspective according to ISTQB® CT-AcT?",multiple-choice,System efficiency is mainly determined by available resources and system architecture.,"Incorrect: This describes technical factors, not user perception.",Performance perception depends on the number of concurrent users and defined response time limits.,"Incorrect: These are test inputs, not the perception of the experience itself.",Performance issues occur mainly due to sequential users and resource-intensive transactions.,Incorrect: This focuses on causes of degradation rather than user experience.,The perceived response time represents the user’s actual experience when interacting with the system.,Correct: Acceptance is based on how fast the system feels to the user.,,,,,4,Performance acceptance criteria focus on user-perceived response time rather than internal technical metrics.,Acceptance Testing for NonFunctional Requirements
"Which tool type supports: description of criteria, traceability to stories, and coverage analysis?",multiple-choice,Requirements management tool,"Incorrect: While they support traceability, they typically do not provide test execution coverage analysis.",Business process management tool,"Incorrect: Used for modeling processes (BPMN), not for managing test execution.",Test management and automation tool,"Correct: These tools specifically handle criteria management, traceability, and coverage reporting.",Agile project management tool,Incorrect: These track backlogs and tasks but lack native test coverage analysis.,,,,,3,"Test management and automation tools provide the full suite of criteria management, traceability, and coverage.",Collaborative Acceptance Testing
Which of the following statements is TRUE regarding Quality Assurance (QA) activities during acceptance testing according to ISTQB® CT-AcT?,multiple-choice,"Acceptance criteria are reviewed for completeness, consistency, and clarity.",Correct: Reviewing criteria is a preventive QA activity focused on improving artifact quality.,Systematic coverage analysis automatically guarantees bidirectional traceability.,Incorrect: Traceability requires explicit linking and is not an automatic result of coverage analysis.,Test reports must contain all technical details required by developers.,"Incorrect: Acceptance reports are business-focused, not for low-level technical debugging.",QA activities are applied only after acceptance testing has been completed.,"Incorrect: QA is a continuous, preventive activity throughout the lifecycle.",,,,,1,"QA focuses on preventing defects through activities like reviewing criteria, rather than just finding them during execution.",Introduction and Foundations
Which of the following activities is a typical usage of an Agile project management tool in the context of ISTQB® CT-AcT?,multiple-choice,"Managing traceability between business process models, business rules, and requirements",Incorrect: This is typically the role of BPM or specialized requirements tools.,Analyzing the impact of defects on end-to-end business processes,"Incorrect: This requires business process models, usually found in BPM tools.",Generating acceptance test cases from business process models,Incorrect: Test generation from models is the purpose of MBT tools.,Documenting and maintaining acceptance criteria for user stories,Correct: Agile PM tools (like Jira/Azure DevOps) are primary for managing stories and criteria.,,,,,4,Agile project management tools are central for capturing user stories and their associated acceptance criteria.,Collaborative Acceptance Testing
Which of the following activities is MOST clearly a Quality Assurance (QA) activity during acceptance testing according to ISTQB® CT-AcT?,multiple-choice,Executing acceptance tests on multiple browsers and devices,Incorrect: This is test execution (Quality Control).,Measuring pass/fail rates and reporting acceptance test results,Incorrect: Reporting supports decisions but is part of QC/Test Management.,Reviewing acceptance criteria and acceptance test cases for clarity and consistency,Correct: Reviews are preventive and improve the quality of work products.,Re-running failed acceptance tests to confirm defect fixes,Incorrect: This is retesting/QC.,,,,,3,"QA activities are preventive (reviews), while QC activities are detective (execution/retesting).",Introduction and Foundations
"When a defect is detected during acceptance testing, what action may business analysts and testers take to analyze its business impact?",multiple-choice,Review outdated business process models and reassess defect priority based on current usage.,Incorrect: Outdated models cannot provide a valid impact assessment.,Identify missing business rules and immediately redefine acceptance criteria for all features.,"Incorrect: This is a requirement correction, not an impact analysis.",Examine the affected paths within the business process or activity diagrams where the defect occurs.,Correct: Examining paths in models shows how business operations are disrupted.,Organize training sessions to explain acceptance criteria to stakeholders.,"Incorrect: This is a communication activity, not an analysis activity.",,,,,3,Business impact is assessed by tracing the defect through business process paths to see what activities are affected.,Business Process and Business Rules Modeling
Which responsibility BEST reflects the role of testers and business analysts toward team members in collaborative acceptance testing?,multiple-choice,Define organizational KPIs and optimize company-wide delivery processes.,Incorrect: These are management-level strategic responsibilities.,Ensure transparent communication and create a safe environment where concerns can be raised early.,Correct: Trust and psychological safety are core to collaborative acceptance testing.,"Own the selection, procurement, and rollout of testing and collaboration tools.",Incorrect: Tool procurement is typically a management or DevOps function.,"Schedule and facilitate all Agile ceremonies, including retrospectives and sprint reviews.",Incorrect: These are typically the responsibility of the Scrum Master or Coach.,,,,,2,Collaborative testing relies on testers and BAs fostering an environment of transparency and early risk communication.,Collaborative Acceptance Testing
Which represents a GOOD practice when using BPMN and DMN models for acceptance testing in an ATDD context?,multiple-choice,BPMN and DMN models should be created collaboratively and regularly reviewed.,Correct: Shared understanding is the goal of collaborative modeling.,BPMN diagrams should include all technical implementation details.,Incorrect: BPMN for acceptance testing must remain business-focused.,DMN decision tables may intentionally omit exceptional rules.,Incorrect: Models must be complete to ensure valid test coverage.,Traceability information should be duplicated across diagrams and user stories to avoid tool dependency.,Incorrect: Duplication violates the 'single source of truth' principle.,,,,,1,"BPMN and DMN models are 'living documents' that must be developed collaboratively by BAs, testers, and stakeholders.",Business Process and Business Rules Modeling
Which activity is MOST typically supported by a Model-Based Testing (MBT) tool in acceptance testing?,multiple-choice,Maintain links between acceptance tests and user stories throughout sprints,Incorrect: This is a function of Agile PM or Test Management tools.,Automatically derive acceptance test cases from formal behavioral models,Correct: This is the defining function of MBT tools.,"Track, prioritize, and resolve defects across the incident lifecycle",Incorrect: This is the purpose of defect management tools.,Measure execution status and produce acceptance test coverage dashboards,Incorrect: This is typically handled by test management tools.,,,,,2,MBT tools focus on the automated generation of test cases based on models like state machines or BPMN.,Business Process and Business Rules Modeling
"In the tooling context of ISTQB® CT-AcT, which is a typical usage of a Requirements Management tool?",multiple-choice,Visualize and simulate end-to-end business workflows using BPMN and DMN,Incorrect: This is a Business Process Management (BPM) tool function.,Analyze the business impact of defects by linking affected requirements and business needs,"Correct: Requirements tools manage the links between needs, requirements, and defects.",Execute acceptance tests and calculate test coverage metrics,Incorrect: This is the role of Test Management and Automation tools.,Generate acceptance test cases automatically from decision tables,Incorrect: This is the role of MBT tools.,,,,,2,Requirements Management tools are used to maintain traceability and perform impact analysis by linking requirements.,Collaborative Acceptance Testing
